province,phufull,season,year,week,day,date,Flu Test,A(H1)pdm09 Positive,A(H3) Positive,Total Flu A Positive,Total Flu B Positive,Total Flu Positive,RSV Test,RSV Positive,HPIV Test,HPIV 1 Positive,HPIV 2 Positive,HPIV 3 Positive,HPIV 4 Positive,Other HPIV Positive,Adeno Test,Adeno Positive,HMPV Test,HMPV Positive,Rhino Test,Rhino Positive,Coron Test,Coron Positive,A(UnS) Positive,Entero/Rhino Test,Entero/Rhino Positive,HCOV Test,HCOV Positive,SARS-CoV-2 Test,SARS-CoV-2 Positive,ADV Test,ADV Positive,EV/RV Test,EV/RV Positive,HCoV Test,HCoV Positive
Ontario,P.H.O.L. - Kingston,2023-2024,2023,35,6.0,2023-09-02,60.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,49.0,0.0,0.0,0.0,0.0,5.0,49.0,0.0,49.0,0.0,,,,,0.0,49.0,10.0,49.0,0.0,187.0,53.0,,,,,,
Ontario,CHEO - Ottawa,2013-2014,2013,40,6.0,2013-10-05,52.0,0.0,0.0,0.0,0.0,0.0,52.0,1.0,52.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,52.0,0.0,52.0,4.0,0.0,0.0,,,,,,,,,,,,,
Ontario,P.H.O.L. - Orillia,2022-2023,2023,34,6.0,2023-08-26,26.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,17.0,0.0,,,,,0.0,17.0,4.0,17.0,0.0,41.0,14.0,,,,,,
Ontario,P.H.O.L. - Sault Ste. Marie,2018-2019,2018,49,6.0,2018-12-08,11.0,1.0,0.0,1.0,0.0,1.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
Ontario,EORLA,2022-2023,2023,16,6.0,2023-04-22,333.0,0.0,0.0,7.0,7.0,14.0,333.0,5.0,24.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,24.0,1.0,,,,,7.0,24.0,5.0,24.0,2.0,1507.0,89.0,,,,,,
Ontario,CHEO - Ottawa,2013-2014,2014,31,6.0,2014-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Ontario,P.H.O.L. - Kingston,2013-2014,2014,16,6.0,2014-04-19,27.0,0.0,0.0,0.0,4.0,4.0,30.0,3.0,30.0,0.0,2.0,1.0,0.0,0.0,30.0,0.0,30.0,1.0,6.0,1.0,5.0,1.0,,,,,,,,,,,,,
Ontario,P.H.O.L. - Sudbury,2022-2023,2023,29,6.0,2023-07-22,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,4.0,,,,,0.0,9.0,0.0,9.0,0.0,3.0,0.0,,,,,,
Ontario,P.H.O.L. - Hamilton,2022-2023,2023,3,6.0,2023-01-21,376.0,0.0,1.0,2.0,0.0,2.0,376.0,26.0,229.0,0.0,0.0,0.0,0.0,10.0,229.0,2.0,229.0,2.0,,,,,1.0,229.0,20.0,229.0,4.0,731.0,226.0,,,,,,
Ontario,CHEO - Ottawa,2013-2014,2014,30,6.0,2014-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Ontario,P.H.O.L. - Hamilton,2013-2014,2014,32,6.0,2014-08-09,23.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,0.0,3.0,0.0,0.0,25.0,0.0,20.0,0.0,15.0,0.0,8.0,0.0,,,,,,,,,,,,,
Ontario,P.H.O.L. - Orillia,2022-2023,2023,31,6.0,2023-08-05,22.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,22.0,0.0,0.0,0.0,0.0,2.0,22.0,0.0,22.0,0.0,,,,,0.0,22.0,4.0,22.0,0.0,10.0,0.0,,,,,,
Ontario,UHN / Mount Sinai Hospital,2022-2023,2022,48,6.0,2022-12-03,795.0,0.0,6.0,40.0,0.0,40.0,795.0,12.0,28.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,28.0,0.0,,,,,34.0,28.0,1.0,28.0,3.0,3021.0,238.0,,,,,,
Ontario,P.H.O.L. - Orillia,2022-2023,2022,45,6.0,2022-11-12,141.0,2.0,57.0,60.0,0.0,60.0,141.0,8.0,141.0,0.0,0.0,0.0,0.0,14.0,141.0,1.0,141.0,2.0,,,,,1.0,141.0,12.0,141.0,4.0,0.0,0.0,,,,,,
Ontario,P.H.O.L. - Peterborough,2022-2023,2023,23,6.0,2023-06-10,46.0,0.0,0.0,0.0,1.0,1.0,46.0,1.0,40.0,0.0,0.0,0.0,0.0,3.0,40.0,0.0,40.0,0.0,,,,,0.0,40.0,15.0,40.0,0.0,33.0,1.0,,,,,,
Ontario,EORLA,2022-2023,2022,49,6.0,2022-12-10,908.0,0.0,0.0,235.0,0.0,235.0,908.0,79.0,41.0,0.0,0.0,1.0,6.0,0.0,41.0,2.0,41.0,1.0,,,,,235.0,41.0,2.0,41.0,11.0,2870.0,240.0,,,,,,
Ontario,CHEO - Ottawa,2013-2014,2014,25,6.0,2014-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Ontario,P.H.O.L. - Sudbury,2022-2023,2023,12,6.0,2023-03-25,28.0,0.0,0.0,0.0,0.0,0.0,28.0,2.0,28.0,0.0,0.0,0.0,0.0,2.0,28.0,0.0,28.0,5.0,,,,,0.0,28.0,0.0,28.0,1.0,41.0,4.0,,,,,,
Ontario,P.H.O.L. - Peterborough,2013-2014,2014,11,6.0,2014-03-15,50.0,1.0,0.0,1.0,4.0,5.0,45.0,5.0,45.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,45.0,5.0,15.0,0.0,11.0,0.0,,,,,,,,,,,,,
Ontario,P.H.O.L. - Hamilton,2022-2023,2023,14,6.0,2023-04-08,200.0,0.0,0.0,0.0,2.0,2.0,200.0,5.0,127.0,0.0,0.0,0.0,0.0,3.0,127.0,4.0,127.0,14.0,,,,,0.0,127.0,12.0,127.0,13.0,331.0,104.0,,,,,,
Ontario,P.H.O.L. - Hamilton,2013-2014,2013,41,6.0,2013-10-12,30.0,0.0,1.0,1.0,0.0,1.0,39.0,0.0,39.0,1.0,0.0,0.0,0.0,0.0,39.0,0.0,38.0,0.0,14.0,9.0,13.0,0.0,,,,,,,,,,,,,
Ontario,P.H.O.L. - Sudbury,2022-2023,2023,16,6.0,2023-04-22,7.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,2.0,,,,,0.0,7.0,1.0,7.0,0.0,35.0,1.0,,,,,,
Ontario,UHN / Mount Sinai Hospital,2022-2023,2023,29,6.0,2023-07-22,517.0,0.0,0.0,2.0,1.0,3.0,517.0,1.0,48.0,0.0,0.0,5.0,0.0,0.0,48.0,0.0,48.0,0.0,,,,,2.0,48.0,8.0,48.0,1.0,774.0,18.0,,,,,,
Ontario,St. Joseph's - London,2022-2023,2023,32,6.0,2023-08-12,30.0,0.0,0.0,0.0,1.0,1.0,30.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,27.0,0.0,,,,,0.0,27.0,2.0,27.0,0.0,530.0,37.0,,,,,,
Ontario,P.H.O.L. - London,2022-2023,2023,1,6.0,2023-01-07,552.0,1.0,11.0,16.0,0.0,16.0,552.0,81.0,417.0,0.0,0.0,0.0,0.0,23.0,417.0,1.0,417.0,2.0,,,,,5.0,417.0,19.0,417.0,18.0,1137.0,227.0,,,,,,
Ontario,P.H.O.L. - Ottawa,2013-2014,2014,17,6.0,2014-04-26,20.0,0.0,1.0,1.0,2.0,3.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,6.0,2.0,12.0,0.0,6.0,0.0,,,,,,,,,,,,,
Ontario,P.H.O.L. - Thunder Bay,2022-2023,2023,34,6.0,2023-08-26,18.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,,,,,0.0,9.0,1.0,9.0,0.0,30.0,4.0,,,,,,
Ontario,P.H.O.L. - Hamilton,2013-2014,2013,36,6.0,2013-09-07,16.0,0.0,1.0,1.0,0.0,1.0,18.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,18.0,0.0,16.0,0.0,11.0,3.0,9.0,0.0,,,,,,,,,,,,,
Ontario,P.H.O.L. - Peterborough,2013-2014,2014,4,6.0,2014-01-25,103.0,7.0,1.0,26.0,0.0,26.0,112.0,17.0,112.0,2.0,0.0,0.0,0.0,0.0,112.0,0.0,111.0,1.0,34.0,0.0,23.0,2.0,,,,,,,,,,,,,
Ontario,P.H.O.L. - Ottawa,2013-2014,2014,24,6.0,2014-06-14,13.0,0.0,1.0,2.0,0.0,2.0,9.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,7.0,0.0,4.0,0.0,2.0,0.0,,,,,,,,,,,,,
Ontario,St. Joseph's - Hamilton,2022-2023,2022,46,6.0,2022-11-19,1531.0,0.0,0.0,308.0,2.0,310.0,1531.0,163.0,1531.0,0.0,0.0,47.0,0.0,0.0,1531.0,13.0,1531.0,5.0,,,,,308.0,1531.0,79.0,0.0,0.0,0.0,0.0,,,,,,
Ontario,St. Joseph's - London,2022-2023,2023,2,6.0,2023-01-14,908.0,0.0,0.0,5.0,3.0,8.0,908.0,71.0,85.0,0.0,0.0,0.0,0.0,5.0,85.0,2.0,85.0,0.0,,,,,5.0,85.0,7.0,85.0,3.0,3462.0,449.0,,,,,,
Ontario,P.H.O.L. - Ottawa,2013-2014,2013,46,6.0,2013-11-16,11.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,0.0,4.0,2.0,4.0,0.0,,,,,,,,,,,,,
Ontario,P.H.O.L. - Ottawa,2013-2014,2013,45,6.0,2013-11-09,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,1.0,5.0,0.0,,,,,,,,,,,,,
Ontario,P.H.O.L. - Ottawa,2013-2014,2013,44,6.0,2013-11-02,10.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,
Ontario,St. Joseph's - Hamilton,2022-2023,2023,11,6.0,2023-03-18,1356.0,0.0,0.0,3.0,19.0,22.0,1356.0,4.0,1356.0,0.0,0.0,23.0,0.0,0.0,1356.0,23.0,1356.0,52.0,,,,,3.0,1356.0,73.0,0.0,0.0,2394.0,301.0,,,,,,
Ontario,UHN / Mount Sinai Hospital,2022-2023,2023,8,6.0,2023-02-25,677.0,0.0,0.0,0.0,1.0,1.0,677.0,10.0,85.0,0.0,0.0,2.0,0.0,0.0,85.0,0.0,85.0,1.0,,,,,0.0,85.0,1.0,85.0,5.0,2092.0,118.0,,,,,,
Ontario,P.H.O.L. - Ottawa,2013-2014,2013,41,6.0,2013-10-12,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,4.0,3.0,4.0,0.0,,,,,,,,,,,,,
Ontario,P.H.O.L. - Ottawa,2013-2014,2014,13,6.0,2014-03-29,10.0,0.0,0.0,0.0,3.0,3.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,
Ontario,UHN / Mount Sinai Hospital,2022-2023,2022,45,6.0,2022-11-12,657.0,0.0,4.0,38.0,2.0,40.0,657.0,5.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,,,,,34.0,33.0,1.0,33.0,1.0,0.0,0.0,,,,,,
Ontario,P.H.O.L. - Timmins,2022-2023,2022,48,6.0,2022-12-03,66.0,0.0,37.0,36.0,0.0,36.0,66.0,0.0,64.0,0.0,0.0,0.0,0.0,2.0,64.0,2.0,64.0,1.0,,,,,2.0,64.0,2.0,64.0,2.0,289.0,16.0,,,,,,
Ontario,P.H.O.L. - Ottawa,2013-2014,2014,5,6.0,2014-02-01,33.0,2.0,0.0,11.0,1.0,12.0,31.0,2.0,31.0,1.0,0.0,0.0,0.0,0.0,31.0,0.0,31.0,2.0,23.0,1.0,14.0,4.0,,,,,,,,,,,,,
Ontario,P.H.O.L. - Orillia,2022-2023,2022,37,6.0,2022-09-17,27.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,27.0,0.0,0.0,0.0,0.0,1.0,27.0,0.0,27.0,0.0,,,,,0.0,27.0,15.0,27.0,0.0,0.0,0.0,,,,,,
Ontario,P.H.O.L. - Ottawa,2013-2014,2013,35,6.0,2013-08-31,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,
Ontario,CHEO - Ottawa,2014-2015,2015,18,6.0,2015-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Ontario,P.H.O.L. - Kingston,2014-2015,2014,38,6.0,2014-09-20,16.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,14.0,0.0,12.0,3.0,10.0,0.0,,,,,,,,,,,,,
Ontario,P.H.O.L. - Orillia,2013-2014,2014,32,6.0,2014-08-09,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,
Ontario,P.H.O.L. - Orillia,2013-2014,2014,31,6.0,2014-08-02,13.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,0.0,2.0,0.0,0.0,13.0,0.0,13.0,0.0,4.0,0.0,3.0,0.0,,,,,,,,,,,,,
Ontario,P.H.O.L. - Orillia,2013-2014,2014,30,6.0,2014-07-26,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,11.0,0.0,5.0,0.0,4.0,0.0,,,,,,,,,,,,,
Ontario,P.H.O.L. - Orillia,2022-2023,2022,43,6.0,2022-10-29,119.0,0.0,28.0,28.0,0.0,28.0,119.0,10.0,119.0,0.0,0.0,0.0,0.0,4.0,119.0,3.0,119.0,0.0,,,,,0.0,119.0,18.0,119.0,2.0,0.0,0.0,,,,,,
Ontario,EORLA,2022-2023,2022,37,6.0,2022-09-17,232.0,0.0,0.0,0.0,0.0,0.0,232.0,1.0,38.0,0.0,0.0,0.0,0.0,0.0,38.0,1.0,38.0,1.0,,,,,0.0,38.0,9.0,38.0,0.0,0.0,0.0,,,,,,
Ontario,P.H.O.L. - Ottawa,2013-2014,2013,49,6.0,2013-12-07,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,7.0,0.0,3.0,2.0,2.0,0.0,,,,,,,,,,,,,
Ontario,P.H.O.L. - Orillia,2022-2023,2022,49,6.0,2022-12-10,126.0,0.0,15.0,21.0,0.0,21.0,126.0,21.0,107.0,0.0,0.0,0.0,0.0,5.0,107.0,4.0,107.0,0.0,,,,,6.0,107.0,5.0,107.0,4.0,36.0,21.0,,,,,,
Ontario,P.H.O.L. - Peterborough,2013-2014,2014,14,6.0,2014-04-05,53.0,0.0,1.0,2.0,6.0,8.0,39.0,3.0,39.0,0.0,0.0,1.0,0.0,0.0,39.0,0.0,33.0,3.0,12.0,0.0,5.0,0.0,,,,,,,,,,,,,
Ontario,P.H.O.L. - Timmins,2022-2023,2022,44,6.0,2022-11-05,12.0,0.0,3.0,3.0,0.0,3.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,,,,,0.0,12.0,0.0,12.0,0.0,0.0,0.0,,,,,,
Ontario,P.H.O.L. - Hamilton,2013-2014,2014,12,6.0,2014-03-22,113.0,3.0,3.0,6.0,23.0,29.0,88.0,7.0,88.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,86.0,1.0,43.0,1.0,24.0,5.0,,,,,,,,,,,,,
Ontario,P.H.O.L. - Ottawa,2013-2014,2014,9,6.0,2014-03-01,29.0,1.0,0.0,4.0,0.0,4.0,27.0,3.0,27.0,0.0,0.0,1.0,0.0,0.0,27.0,0.0,26.0,3.0,10.0,0.0,9.0,1.0,,,,,,,,,,,,,
Ontario,CHEO - Ottawa,2013-2014,2013,43,6.0,2013-10-26,34.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,34.0,0.0,34.0,0.0,0.0,0.0,,,,,,,,,,,,,
Ontario,St. Joseph's - London,2022-2023,2023,31,6.0,2023-08-05,36.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,36.0,2.0,36.0,1.0,,,,,0.0,36.0,5.0,36.0,0.0,522.0,28.0,,,,,,
Ontario,EORLA,2022-2023,2022,38,6.0,2022-09-24,268.0,0.0,0.0,1.0,0.0,1.0,268.0,9.0,38.0,2.0,0.0,0.0,0.0,0.0,38.0,2.0,38.0,0.0,,,,,1.0,38.0,18.0,38.0,0.0,0.0,0.0,,,,,,
Ontario,UHN / Mount Sinai Hospital,2022-2023,2023,7,6.0,2023-02-18,656.0,0.0,0.0,0.0,0.0,0.0,656.0,7.0,102.0,0.0,0.0,1.0,0.0,0.0,102.0,0.0,102.0,2.0,,,,,0.0,102.0,3.0,102.0,2.0,2204.0,156.0,,,,,,
Ontario,UHN / Mount Sinai Hospital,2022-2023,2023,24,6.0,2023-06-17,502.0,0.0,0.0,0.0,0.0,0.0,502.0,0.0,23.0,0.0,0.0,1.0,1.0,0.0,23.0,0.0,23.0,0.0,,,,,0.0,23.0,2.0,23.0,0.0,862.0,28.0,,,,,,
Ontario,P.H.O.L. - Sudbury,2022-2023,2023,27,6.0,2023-07-08,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,,,,,0.0,6.0,3.0,6.0,0.0,5.0,0.0,,,,,,
Ontario,P.H.O.L. - Kingston,2014-2015,2014,36,6.0,2014-09-06,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,1.0,1.0,0.0,,,,,,,,,,,,,
Ontario,Shared Hospital Laboratory,2022-2023,2022,49,6.0,2022-12-10,2673.0,4.0,127.0,210.0,4.0,214.0,2673.0,155.0,2243.0,0.0,0.0,0.0,0.0,19.0,2243.0,21.0,2247.0,10.0,,,,,79.0,2247.0,32.0,2244.0,62.0,2673.0,163.0,,,,,,
Ontario,P.H.O.L. - Timmins,2013-2014,2014,34,6.0,2014-08-23,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,3.0,2.0,3.0,0.0,,,,,,,,,,,,,
Ontario,P.H.O.L. - Sudbury,2022-2023,2022,42,6.0,2022-10-22,5.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,,,,,0.0,5.0,0.0,5.0,0.0,0.0,0.0,,,,,,
Ontario,P.H.O.L. - Kingston,2013-2014,2014,29,6.0,2014-07-19,16.0,0.0,0.0,0.0,1.0,1.0,12.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,9.0,0.0,7.0,2.0,3.0,0.0,,,,,,,,,,,,,
Ontario,CHEO - Ottawa,2013-2014,2013,38,6.0,2013-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Ontario,UHN / Mount Sinai Hospital,2022-2023,2023,19,6.0,2023-05-13,445.0,0.0,0.0,2.0,2.0,4.0,445.0,5.0,29.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,29.0,0.0,,,,,2.0,29.0,3.0,29.0,1.0,985.0,72.0,,,,,,
Ontario,C.P.H.L. - Toronto,2013-2014,2014,14,6.0,2014-04-05,514.0,2.0,17.0,22.0,93.0,115.0,425.0,15.0,425.0,0.0,2.0,6.0,0.0,0.0,425.0,3.0,409.0,15.0,86.0,2.0,67.0,0.0,,,,,,,,,,,,,
Ontario,CHEO - Ottawa,2013-2014,2014,2,6.0,2014-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Ontario,P.H.O.L. - Timmins,2013-2014,2013,52,6.0,2013-12-28,17.0,4.0,0.0,4.0,0.0,4.0,10.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,
Ontario,CHEO - Ottawa,2014-2015,2015,30,6.0,2015-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Ontario,UHN / Mount Sinai Hospital,2022-2023,2023,32,6.0,2023-08-12,488.0,0.0,0.0,0.0,0.0,0.0,488.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,,,,,0.0,20.0,2.0,20.0,1.0,822.0,34.0,,,,,,
Ontario,Sick Kids Hospital - Toronto,2022-2023,2022,40,6.0,2022-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
Ontario,P.H.O.L. - Timmins,2013-2014,2014,19,6.0,2014-05-10,13.0,0.0,0.0,0.0,3.0,3.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,
Ontario,P.H.O.L. - Sudbury,2022-2023,2023,18,6.0,2023-05-06,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,,,,,0.0,5.0,0.0,5.0,0.0,15.0,0.0,,,,,,
Ontario,CHEO - Ottawa,2014-2015,2015,16,6.0,2015-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Ontario,UHN / Mount Sinai Hospital,2022-2023,2023,22,6.0,2023-06-03,621.0,0.0,0.0,4.0,1.0,5.0,621.0,0.0,52.0,0.0,0.0,5.0,0.0,0.0,52.0,0.0,52.0,0.0,,,,,4.0,52.0,6.0,52.0,1.0,1042.0,80.0,,,,,,
Ontario,Shared Hospital Laboratory,2022-2023,2022,35,6.0,2022-09-03,3002.0,0.0,0.0,3.0,0.0,3.0,3002.0,6.0,27.0,0.0,0.0,1.0,0.0,0.0,28.0,0.0,28.0,0.0,,,,,3.0,28.0,1.0,0.0,0.0,0.0,0.0,,,,,,
Ontario,P.H.O.L. - Sudbury,2022-2023,2023,25,6.0,2023-06-24,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,,,,,0.0,6.0,1.0,6.0,0.0,3.0,0.0,,,,,,
Ontario,P.H.O.L. - Peterborough,2013-2014,2014,2,6.0,2014-01-11,170.0,6.0,0.0,46.0,0.0,46.0,169.0,9.0,169.0,0.0,0.0,1.0,0.0,0.0,169.0,0.0,168.0,0.0,26.0,2.0,23.0,6.0,,,,,,,,,,,,,
Ontario,P.H.O.L. - Timmins,2022-2023,2022,35,6.0,2022-09-03,13.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,,,,,0.0,13.0,2.0,13.0,0.0,0.0,0.0,,,,,,
Ontario,P.H.O.L. - Hamilton,2013-2014,2014,9,6.0,2014-03-01,87.0,1.0,0.0,1.0,10.0,11.0,97.0,8.0,97.0,1.0,1.0,0.0,0.0,0.0,97.0,1.0,97.0,1.0,20.0,2.0,13.0,2.0,,,,,,,,,,,,,
Ontario,C.P.H.L. - Toronto,2013-2014,2014,23,6.0,2014-06-07,205.0,1.0,0.0,2.0,5.0,7.0,253.0,3.0,253.0,0.0,0.0,9.0,0.0,0.0,253.0,4.0,233.0,2.0,69.0,3.0,46.0,1.0,,,,,,,,,,,,,
Ontario,Province of Ontario,2022-2023,2023,3,6.0,2023-01-21,8463.0,16.0,22.0,68.0,4.0,72.0,8463.0,434.0,5816.0,0.0,0.0,33.0,0.0,95.0,5816.0,76.0,5847.0,90.0,,,,,38.0,5847.0,342.0,4462.0,130.0,18101.0,2593.0,,,,,,
Ontario,Shared Hospital Laboratory,2022-2023,2023,8,6.0,2023-02-25,2099.0,2.0,1.0,4.0,7.0,11.0,2099.0,27.0,2106.0,0.0,0.0,0.0,0.0,17.0,2106.0,26.0,2108.0,65.0,,,,,1.0,2108.0,96.0,2108.0,41.0,2099.0,132.0,,,,,,
Ontario,CHEO - Ottawa,2014-2015,2015,22,6.0,2015-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Ontario,C.P.H.L. - Toronto,2013-2014,2014,19,6.0,2014-05-10,489.0,0.0,5.0,6.0,70.0,76.0,424.0,9.0,424.0,1.0,0.0,11.0,0.0,0.0,424.0,3.0,415.0,12.0,114.0,9.0,103.0,0.0,,,,,,,,,,,,,
Ontario,P.H.O.L. - Thunder Bay,2022-2023,2023,30,6.0,2023-07-29,13.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,,,,,0.0,12.0,1.0,12.0,0.0,35.0,9.0,,,,,,
Ontario,P.H.O.L. - Sudbury,2022-2023,2022,44,6.0,2022-11-05,9.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,9.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,9.0,1.0,,,,,0.0,9.0,2.0,9.0,0.0,0.0,0.0,,,,,,
Ontario,P.H.O.L. - Kingston,2013-2014,2014,12,6.0,2014-03-22,53.0,2.0,0.0,2.0,4.0,6.0,51.0,10.0,51.0,0.0,1.0,0.0,0.0,0.0,51.0,1.0,47.0,3.0,16.0,0.0,10.0,1.0,,,,,,,,,,,,,
